# x  y  u  v  psi  vort
    496.000000      6.000000     -0.134490      0.018748     -0.818771     -0.001140
    501.000000      6.000000     -0.149394      0.017747     -0.910002     -0.001281
    506.000000      6.000000     -0.163481      0.016774     -0.996286     -0.001415
    511.000000      6.000000     -0.176782      0.015846     -1.077815     -0.001543
    516.000000      6.000000     -0.189339      0.014969     -1.154830     -0.001667
    521.000000      6.000000     -0.201195      0.014143     -1.227587     -0.001788
    526.000000      6.000000     -0.212390      0.013364     -1.296333     -0.001905
    531.000000      6.000000     -0.222964      0.012631     -1.361302     -0.002019
    536.000000      6.000000     -0.232951      0.011937     -1.422704     -0.002131
    541.000000      6.000000     -0.242382      0.011280     -1.480731     -0.002240
    546.000000      6.000000     -0.251285      0.010655     -1.535553     -0.002348
    551.000000      6.000000     -0.259685      0.010058     -1.587323     -0.002454
    556.000000      6.000000     -0.267605      0.009488     -1.636177     -0.002558
    561.000000      6.000000     -0.275063      0.008941     -1.682240     -0.002660
    566.000000      6.000000     -0.282078      0.008415     -1.725620     -0.002761
    571.000000      6.000000     -0.288667      0.007908     -1.766420     -0.002861
    576.000000      6.000000     -0.294844      0.007419     -1.804730     -0.002960
    581.000000      6.000000     -0.300623      0.006946     -1.840635     -0.003059
    586.000000      6.000000     -0.306015      0.006487     -1.874211     -0.003156
    591.000000      6.000000     -0.311034      0.006043     -1.905531     -0.003254
    596.000000      6.000000     -0.315688      0.005611     -1.934661     -0.003351
    601.000000      6.000000     -0.319989      0.005191     -1.961662     -0.003448
    606.000000      6.000000     -0.323944      0.004782     -1.986591     -0.003546
    611.000000      6.000000     -0.327562      0.004383     -2.009499     -0.003644
    616.000000      6.000000     -0.330850      0.003992     -2.030433     -0.003743
    621.000000      6.000000     -0.333814      0.003609     -2.049433     -0.003843
    626.000000      6.000000     -0.336460      0.003232     -2.066532     -0.003945
    631.000000      6.000000     -0.338790      0.002859     -2.081757     -0.004048
    636.000000      6.000000     -0.340807      0.002488     -2.095124     -0.004153
    641.000000      6.000000     -0.342511      0.002118     -2.106640     -0.004261
    646.000000      6.000000     -0.343902      0.001745     -2.116298     -0.004372
    651.000000      6.000000     -0.344973      0.001366     -2.124077     -0.004486
    656.000000      6.000000     -0.345719      0.000978     -2.129942     -0.004604
    661.000000      6.000000     -0.346129      0.000576     -2.133835     -0.004725
    666.000000      6.000000     -0.346190      0.000157     -2.135678     -0.004852
    671.000000      6.000000     -0.345883     -0.000286     -2.135368     -0.004983
    676.000000      6.000000     -0.345187     -0.000758     -2.132774     -0.005120
    681.000000      6.000000     -0.344072     -0.001266     -2.127732     -0.005263
    686.000000      6.000000     -0.342505     -0.001817     -2.120046     -0.005412
    691.000000      6.000000     -0.340446     -0.002420     -2.109479     -0.005568
    696.000000      6.000000     -0.337848     -0.003083     -2.095751     -0.005731
    701.000000      6.000000     -0.334656     -0.003816     -2.078537     -0.005902
    706.000000      6.000000     -0.330807     -0.004629     -2.057463     -0.006081
    711.000000      6.000000     -0.326229     -0.005534     -2.032098     -0.006268
    716.000000      6.000000     -0.320839     -0.006542     -2.001957     -0.006464
    721.000000      6.000000     -0.314546     -0.007667     -1.966491     -0.006669
    726.000000      6.000000     -0.307248     -0.008920     -1.925085     -0.006883
    731.000000      6.000000     -0.298831     -0.010318     -1.877056     -0.007107
    736.000000      6.000000     -0.289167     -0.011875     -1.821649     -0.007341
    741.000000      6.000000     -0.278119     -0.013606     -1.758028     -0.007585
    746.000000      6.000000     -0.265533     -0.015530     -1.685277     -0.007838
    751.000000      6.000000     -0.251242     -0.017665     -1.602390     -0.008102
    756.000000      6.000000     -0.235064     -0.020029     -1.508263     -0.008376
    761.000000      6.000000     -0.216798     -0.022647     -1.401690     -0.008660
    766.000000      6.000000     -0.196223     -0.025543     -1.281344     -0.008955
    771.000000      6.000000     -0.173099     -0.028746     -1.145765     -0.009259
    776.000000      6.000000     -0.147158     -0.032291     -0.993334     -0.009575
    781.000000      6.000000     -0.118102     -0.036217     -0.822247     -0.009901
    786.000000      6.000000     -0.085596     -0.040577     -0.630471     -0.010237
    791.000000      6.000000     -0.049260     -0.045433     -0.415688     -0.010586
    796.000000      6.000000     -0.008652     -0.050870     -0.175213     -0.010946
    801.000000      6.000000      0.036742     -0.056995      0.094110     -0.011319
    806.000000      6.000000      0.087539     -0.063956      0.396073     -0.011707
    811.000000      6.000000      0.144494     -0.071955      0.735329     -0.012111
    816.000000      6.000000      0.208545     -0.081277      1.117732     -0.012535
    821.000000      6.000000      0.280900     -0.092336      1.550864     -0.012982
    826.000000      6.000000      0.363148     -0.105762      2.044861     -0.013458
    831.000000      6.000000      0.457458     -0.122549      2.613824     -0.013971
    836.000000      6.000000      0.566891     -0.144370      3.278324     -0.014533
    841.000000      6.000000      0.695949     -0.174274      4.070285     -0.015156
    846.000000      6.000000      0.851447     -0.217994      5.043053     -0.015526

      1.000000     11.000000      0.999998      0.000026     10.999974     -0.000000
      6.000000     11.000000      0.999986      0.000026     10.999844     -0.000000
     11.000000     11.000000      0.999974      0.000028     10.999710     -0.000000
     16.000000     11.000000      0.999961      0.000030     10.999567     -0.000000
     21.000000     11.000000      0.999947      0.000032     10.999413     -0.000000
     26.000000     11.000000      0.999932      0.000036     10.999243     -0.000000
     31.000000     11.000000      0.999915      0.000040     10.999053     -0.000000
     36.000000     11.000000      0.999895      0.000046     10.998838     -0.000000
     41.000000     11.000000      0.999873      0.000052     10.998593     -0.000000
     46.000000     11.000000      0.999848      0.000060     10.998312     -0.000000
     51.000000     11.000000      0.999819      0.000069     10.997988     -0.000000
     56.000000     11.000000      0.999785      0.000080     10.997614     -0.000000
     61.000000     11.000000      0.999746      0.000093     10.997183     -0.000000
     66.000000     11.000000      0.999702      0.000107     10.996684     -0.000000
     71.000000     11.000000      0.999650      0.000124     10.996107     -0.000000
     76.000000     11.000000      0.999590      0.000143     10.995441     -0.000000
     81.000000     11.000000      0.999521      0.000165     10.994672     -0.000000
     86.000000     11.000000      0.999441      0.000190     10.993786     -0.000000
     91.000000     11.000000      0.999349      0.000219     10.992765     -0.000000
     96.000000     11.000000      0.999243      0.000252     10.991590     -0.000000
    101.000000     11.000000      0.999122      0.000289     10.990240     -0.000000
    106.000000     11.000000      0.998982      0.000331     10.988692     -0.000000
    111.000000     11.000000      0.998823      0.000379     10.986918     -0.000000
    116.000000     11.000000      0.998640      0.000434     10.984889     -0.000000
    121.000000     11.000000      0.998432      0.000495     10.982570     -0.000000
    126.000000     11.000000      0.998194      0.000564     10.979925     -0.000000
    131.000000     11.000000      0.997923      0.000643     10.976912     -0.000000
    136.000000     11.000000      0.997615      0.000731     10.973483     -0.000000
    141.000000     11.000000      0.997264      0.000830     10.969587     -0.000000
    146.000000     11.000000      0.996867      0.000941     10.965166     -0.000000
    151.000000     11.000000      0.996417      0.001066     10.960156     -0.000000
    156.000000     11.000000      0.995907      0.001205     10.954486     -0.000000
    161.000000     11.000000      0.995331      0.001362     10.948076     -0.000000
    166.000000     11.000000      0.994681      0.001537     10.940839     -0.000000
    171.000000     11.000000      0.993947      0.001732     10.932678     -0.000000
    176.000000     11.000000      0.993121      0.001950     10.923485     -0.000000
    181.000000     11.000000      0.992192      0.002192     10.913142     -0.000000
    186.000000     11.000000      0.991148      0.002463     10.901517     -0.000000
    191.000000     11.000000      0.989976      0.002764     10.888465     -0.000000
    196.000000     11.000000      0.988662      0.003099     10.873825     -0.000000
    201.000000     11.000000      0.987189      0.003471     10.857419     -0.000000
    206.000000     11.000000      0.985540      0.003884     10.839052     -0.000000
    211.000000     11.000000      0.983697      0.004343     10.818505     -0.000000
    216.000000     11.000000      0.981636      0.004853     10.795539     -0.000000
    221.000000     11.000000      0.979336      0.005418     10.769888     -0.000000
    226.000000     11.000000      0.976768      0.006046     10.741258     -0.000000
    231.000000     11.000000      0.973905      0.006742     10.709322     -0.000000
    236.000000     11.000000      0.970714      0.007514     10.673719     -0.000000
    241.000000     11.000000      0.967160      0.008371     10.634046     -0.000000
    246.000000     11.000000      0.963202      0.009323     10.589857     -0.000000
    251.000000     11.000000      0.958796      0.010379     10.540653     -0.000000
    256.000000     11.000000      0.953894      0.011553     10.485879     -0.000000
    261.000000     11.000000      0.948440      0.012858     10.424915     -0.000000
    266.000000     11.000000      0.942372      0.014310     10.357067     -0.000000
    271.000000     11.000000      0.935622      0.015927     10.281555     -0.000000
    276.000000     11.000000      0.928112      0.017729     10.197504     -0.000000
    281.000000     11.000000      0.919756      0.019741     10.103927     -0.000000
    286.000000     11.000000      0.910454      0.021990      9.999712     -0.000000
    291.000000     11.000000      0.900096      0.024506      9.883600     -0.000000
    296.000000     11.000000      0.888556      0.027327      9.754162     -0.000000
    301.000000     11.000000      0.875692      0.030493      9.609778     -0.000000
    306.000000     11.000000      0.861340      0.034052      9.448604     -0.000000
    311.000000     11.000000      0.845315      0.038060      9.268538     -0.000000
    316.000000     11.000000      0.827407      0.042579      9.067186     -0.000000
    321.000000     11.000000      0.807372      0.047680      8.841817     -0.000000
    326.000000     11.000000      0.784936      0.053445      8.589321     -0.000000
    331.000000     11.000000      0.759783      0.059960      8.306168     -0.000000
    336.000000     11.000000      0.731553      0.067322      7.988365     -0.000000
    341.000000     11.000000      0.699840      0.075629      7.631435     -0.000000
    346.000000     11.000000      0.664183      0.084974      7.230416     -0.000000
    351.000000     11.000000      0.624074      0.095435      6.779910     -0.000000
    356.000000     11.000000      0.578956      0.107055      6.274208     -0.000000
    361.000000     11.000000      0.528241      0.119811      5.707536     -0.000000
    366.000000     11.000000      0.471340      0.133575      5.074476     -0.000001
    371.000000     11.000000      0.407720      0.148049      4.370636     -0.000007
    376.000000     11.000000      0.337007      0.162619      3.593785     -0.000068
    381.000000     11.000000      0.259234      0.175715      2.746628     -0.000457
    386.000000     11.000000      0.175697      0.182412      1.846340     -0.002218
    391.000000     11.000000      0.091731      0.168788      0.954059     -0.007789
    396.000000     11.000000      0.022899      0.106798      0.235343     -0.020000
    451.000000     11.000000     -0.000179      0.003926     -0.002030      0.003791
    456.000000     11.000000     -0.005639      0.019739     -0.063961      0.002522
    461.000000     11.000000     -0.016773      0.029959     -0.190459      0.001431
    466.000000     11.000000     -0.031328      0.035805     -0.356551      0.000543
    471.000000     11.000000     -0.047617      0.038505     -0.543484     -0.000157
    476.000000     11.000000     -0.064490      0.039122     -0.738285     -0.000704
    481.000000     11.000000     -0.081233      0.038469     -0.932687     -0.001141
    486.000000     11.000000     -0.097447      0.037112     -1.121859     -0.001501
    491.000000     11.000000     -0.112930      0.035416     -1.303276     -0.001811
    496.000000     11.000000     -0.127607      0.033597     -1.475832     -0.002089
    501.000000     11.000000     -0.141465      0.031774     -1.639245     -0.002346
    506.000000     11.000000     -0.154528      0.030009     -1.793670     -0.002589
    511.000000     11.000000     -0.166834      0.028329     -1.939475     -0.002821
    516.000000     11.000000     -0.178427      0.026743     -2.077114     -0.003045
